,contrast,name,logFC,pval
1052,Epithelium_and_Vascular,FKBP7,1.6390594244003296,0.022454065907924856
1053,Epithelium_and_Vascular,MFAP3L,-2.921846866607666,0.02245705028023185
1054,Epithelium_and_Vascular,KHDRBS3,-1.446872353553772,0.022493994365225287
1055,Epithelium_and_Vascular,EML1,-1.6215566396713257,0.02251787098354336
1056,Immune,MORN2,-1.195574164390564,0.022805281132127413
1057,Epithelium_and_Vascular,LINC00240,3.419027090072632,0.02280605047308787
1058,Epithelium_and_Vascular,HSD3B7,1.9302915334701538,0.022977132699327156
1059,Epithelium_and_Vascular,GTF3C4,-2.059235095977783,0.02302133039187549
1060,Epithelium_and_Vascular,LAMC1,1.5619356632232666,0.02302442416644682
1061,Immune,CD163,1.6686222553253174,0.023114985081275716
1062,Epithelium_and_Vascular,NFIC,-1.0290546417236328,0.023198295461295378
1063,Immune,AC009014.3,-6.6287336349487305,0.023248660360185233
1064,Epithelium_and_Vascular,PRADC1,-1.0177500247955322,0.02330798981007655
1065,Epithelium_and_Vascular,FLRT3,-2.1852974891662598,0.02349529327462025
1066,Epithelium_and_Vascular,TFCP2L1,-2.46834135055542,0.023518117994464058
1067,Epithelium_and_Vascular,TRABD2B,2.3952624797821045,0.023586429350453852
1068,Epithelium_and_Vascular,HOXA5,-0.8528501391410828,0.02362404572448008
1069,Immune,GBGT1,1.5503665208816528,0.023756973025760547
1070,Immune,LRP2,-2.0960614681243896,0.02379825027597765
1071,Immune,ATP6V1B1,-7.801436424255371,0.02384403062511694
1072,Epithelium_and_Vascular,PAK4,-1.1917468309402466,0.0238875542315833
1073,Immune,BDH2,-1.0584149360656738,0.023950994127835
1074,Epithelium_and_Vascular,CD1D,2.905871868133545,0.02395929440074109
1075,Epithelium_and_Vascular,CD151,0.6877611875534058,0.023976922240057923
1077,Epithelium_and_Vascular,NCOA6,-1.4191374778747559,0.02401225610789314
1078,Epithelium_and_Vascular,ABHD10,-1.345646619796753,0.024025109875424257
1079,Epithelium_and_Vascular,AC147651.5,1.581902027130127,0.024058501272618216
1080,Epithelium_and_Vascular,ACVRL1,-1.6186602115631104,0.0241232453179459
1081,Epithelium_and_Vascular,AIFM1,-1.184166669845581,0.024133393298106317
1082,Immune,PIGR,-2.3528802394866943,0.024135671097438846
1083,Immune,PRMT5,0.9771363139152527,0.02426957183435684
1084,Epithelium_and_Vascular,BPHL,-1.1563842296600342,0.024290868084223767
1085,Epithelium_and_Vascular,TCAIM,-0.9221421480178833,0.024426913106845242
1086,Immune,COL6A2,-0.9843577146530151,0.024450161226196906
1087,Epithelium_and_Vascular,GULP1,-1.049908995628357,0.024600377270689984
1088,Epithelium_and_Vascular,RIMKLA,2.4062113761901855,0.024760216055624815
1089,Epithelium_and_Vascular,MMRN2,-1.809762716293335,0.024799470720622507
1090,Epithelium_and_Vascular,MRPL35,-1.116760015487671,0.024809495118477187
1091,Immune,KCNMA1,1.9206527471542358,0.024897065269663964
1092,Immune,ALOX5AP,0.39650121331214905,0.02491909701295892
1093,Epithelium_and_Vascular,SH3BGRL2,-1.4090639352798462,0.02495935638689148
1094,Epithelium_and_Vascular,UGT8,-2.740669012069702,0.024983866563317823
1095,Epithelium_and_Vascular,ELK3,-1.7323246002197266,0.025001918292673043
1096,Epithelium_and_Vascular,ELP4,-0.9936501979827881,0.02501130980163725
1097,Epithelium_and_Vascular,SGCE,-1.1533067226409912,0.0250965435687173
1098,Immune,FAM229B,-1.5160549879074097,0.025096747273066544
1099,Epithelium_and_Vascular,PRMT6,-1.6935429573059082,0.025402368691528097
1100,Immune,SEPT8,0.9780861139297485,0.02549459112276734
1101,Epithelium_and_Vascular,KCNMA1,3.087550640106201,0.025525497848605107
1102,Immune,SCRG1,1.400429606437683,0.025528541899384593
1103,Epithelium_and_Vascular,TFRC,1.5871738195419312,0.02554699855592018
1104,Epithelium_and_Vascular,KCTD15,-1.2497868537902832,0.025581618486393343
1105,Epithelium_and_Vascular,ZFYVE21,-1.0725529193878174,0.02570606571569159
1107,Epithelium_and_Vascular,KDR,-2.158196449279785,0.0258452418121483
1108,Epithelium_and_Vascular,HSPA1A,-1.8149001598358154,0.025906048317915327
1109,Epithelium_and_Vascular,PMP22,-1.2404099702835083,0.02591312486087241
1110,Immune,C11orf54,-1.2979328632354736,0.025921495339278993
1111,Immune,ACSM2A,-1.77257239818573,0.025996137732414472
1112,Epithelium_and_Vascular,APP,-1.431509256362915,0.026024838267199223
1113,Epithelium_and_Vascular,RP4-665J23.1,2.1560895442962646,0.026147574374282136
1114,Epithelium_and_Vascular,DNAJC22,2.077934503555298,0.026180755614572695
1115,Immune,EGLN3,1.8625245094299316,0.026188224056938946
1116,Epithelium_and_Vascular,FGFR3,-3.699694871902466,0.02628101570906765
1117,Epithelium_and_Vascular,HSPBP1,-0.6613611578941345,0.02639743213324486
1118,Epithelium_and_Vascular,IGFBP2,-2.0423736572265625,0.026563408869656042
1119,Immune,PNP,-0.7210643291473389,0.026580125227343265
1120,Epithelium_and_Vascular,ACTG2,2.9262430667877197,0.026726572677305712
1121,Epithelium_and_Vascular,CFB,3.3245272636413574,0.026727151743194517
1122,Immune,BHMT2,-1.9956021308898926,0.026817701393818928
1123,Epithelium_and_Vascular,NF2,-1.0937312841415405,0.026858103288296273
1124,Epithelium_and_Vascular,GDF15,-1.6293518543243408,0.026959033770942463
1125,Epithelium_and_Vascular,DLAT,-1.0172758102416992,0.026980861480247743
1126,Immune,C3,2.26628041267395,0.026986241709901423
1127,Immune,CAMK1,0.8692614436149597,0.027049118933758835
1128,Epithelium_and_Vascular,UQCRHL,-1.6220691204071045,0.027186148852763117
1129,Immune,SLC6A13,-1.803794026374817,0.02733869804923224
1130,Epithelium_and_Vascular,LDB2,-2.0311732292175293,0.027547341991595205
1131,Epithelium_and_Vascular,RP1-315G1.3,-3.2235352993011475,0.027591167633806132
1132,Epithelium_and_Vascular,DDC,-1.7420555353164673,0.027649087499491732
1133,Epithelium_and_Vascular,TCF21,-2.083221912384033,0.02788213813617834
1134,Epithelium_and_Vascular,KIF9,-0.8465816378593445,0.02793361816498973
1135,Epithelium_and_Vascular,MPPED2,-1.4107176065444946,0.027937313850248918
1136,Epithelium_and_Vascular,CDCA7L,2.2595038414001465,0.027964257775354644
1137,Epithelium_and_Vascular,GAMT,1.2726188898086548,0.027993878565554447
1138,Epithelium_and_Vascular,ICAM1,-1.590468406677246,0.02801293146621084
1139,Epithelium_and_Vascular,EPAS1,-1.9627047777175903,0.028051285696710084
1140,Epithelium_and_Vascular,LIN7C,-0.9803273677825928,0.028141634400257957
1141,Immune,ST14,1.535810947418213,0.028156614152412142
1142,Epithelium_and_Vascular,GNG11,-1.0665321350097656,0.028257834947661018
1143,Epithelium_and_Vascular,ICA1,-1.205816626548767,0.028264263217680156
1144,Epithelium_and_Vascular,IFI27,-1.2066709995269775,0.028378728621332904
1145,Epithelium_and_Vascular,GID4,-1.1187670230865479,0.028491544973936613
1146,Epithelium_and_Vascular,POU5F1,2.846609354019165,0.02855769170205629
1147,Epithelium_and_Vascular,COX4I2,3.2057979106903076,0.028597533669162296
1148,Epithelium_and_Vascular,RASSF8-AS1,-1.300757646560669,0.02867570245138956
1150,Epithelium_and_Vascular,GUCY1B3,1.7156250476837158,0.028699436721627964
1151,Epithelium_and_Vascular,HSPA1B,-1.8447206020355225,0.02882578043759977
1152,Epithelium_and_Vascular,ALDH1A2,-3.075815200805664,0.028898573810135872
1153,Epithelium_and_Vascular,CTA-293F17.1,-1.5581272840499878,0.028916477574834922
1154,Epithelium_and_Vascular,THSD1,-1.715688943862915,0.02892567217894605
1155,Epithelium_and_Vascular,IFNGR2,0.9390499591827393,0.028944406542560277
1156,Epithelium_and_Vascular,KATNAL2,-1.6683112382888794,0.028971029962257887
1157,Epithelium_and_Vascular,CAV2,0.9993173480033875,0.028994744089327572
1158,Epithelium_and_Vascular,KRT7,-1.695420742034912,0.029030490782860914
1159,Epithelium_and_Vascular,ASPA,1.381091833114624,0.029084751543467274
1160,Immune,SCARB1,1.319893717765808,0.029184443568694284
1161,Epithelium_and_Vascular,NAA60,-0.9823907017707825,0.0293660948159599
1162,Epithelium_and_Vascular,H1F0,-1.1440593004226685,0.02937276854859557
1163,Epithelium_and_Vascular,CDC42EP2,-1.7572957277297974,0.029383390473594746
1164,Epithelium_and_Vascular,CAV1,1.4794425964355469,0.02940765349694421
1165,Epithelium_and_Vascular,FLOT1,-0.4352920949459076,0.029668247868602005
1166,Epithelium_and_Vascular,CKS2,0.9994962215423584,0.02969027953540051
1167,Epithelium_and_Vascular,MUC12,6.391061782836914,0.02983623206575048
1168,Epithelium_and_Vascular,STXBP1,-1.2343844175338745,0.02988759770449521
1169,Immune,AOC1,-1.9739567041397095,0.02989267885333651
1170,Epithelium_and_Vascular,APOOL,-0.9430688619613647,0.02991686969942916
1171,Immune,C8orf44,1.1243215799331665,0.030043914145626554
1172,Epithelium_and_Vascular,VSIG4,5.26552152633667,0.03004745589460377
1173,Epithelium_and_Vascular,KCNE3,3.8246376514434814,0.030129474169865268
1174,Epithelium_and_Vascular,IGF2,-2.193371534347534,0.030194220794415045
1175,Epithelium_and_Vascular,SLC15A3,-1.5001288652420044,0.030194569561645176
1176,Epithelium_and_Vascular,REG1A,7.655359268188477,0.030234912265251386
1177,Epithelium_and_Vascular,HOXC10,1.248365044593811,0.030303417240598093
1178,Epithelium_and_Vascular,TWISTNB,-1.1165441274642944,0.030424942366962603
1179,Epithelium_and_Vascular,HIST1H2AC,0.9698927998542786,0.030526621289808344
1180,Epithelium_and_Vascular,IMMP1L,-1.0694302320480347,0.030562972635799518
1181,Immune,SERPINH1,1.6839492321014404,0.030615190314342594
1182,Epithelium_and_Vascular,C9orf3,-0.9870443940162659,0.030674056585354256
1183,Immune,TST,-1.6740496158599854,0.030678888906906607
1185,Immune,IGHM,2.033352851867676,0.030761520558850897
1186,Epithelium_and_Vascular,GPNMB,1.6448566913604736,0.03082997758785671
1187,Epithelium_and_Vascular,CRNDE,0.7711923718452454,0.030874366594518216
1188,Epithelium_and_Vascular,EAF2,-1.2053935527801514,0.03088388543421026
1189,Epithelium_and_Vascular,C6orf203,-1.3472466468811035,0.03089283233178471
1190,Epithelium_and_Vascular,SELE,-3.3315141201019287,0.03097434703398812
1191,Immune,ACP2,0.9078850150108337,0.03099551955376003
1192,Immune,COL3A1,4.578325271606445,0.031033372978871362
1193,Immune,IGLC3,4.1157684326171875,0.031115441187434575
1194,Epithelium_and_Vascular,THBD,-2.202181100845337,0.031167553847382526
1195,Epithelium_and_Vascular,INAFM1,1.1632087230682373,0.031229207367679434
1196,Epithelium_and_Vascular,CFD,2.323641777038574,0.03135437223677877
1197,Epithelium_and_Vascular,RP11-111M22.3,-1.84373140335083,0.03142661662326947
1198,Immune,RP11-442H21.2,1.80945885181427,0.03144976634445511
1199,Epithelium_and_Vascular,TMC4,-1.5446875095367432,0.031450342891946106
1200,Epithelium_and_Vascular,MYO6,-1.2283074855804443,0.031514643882288564
1201,Epithelium_and_Vascular,CLDN5,-1.9173879623413086,0.0316339462427094
1202,Immune,COPZ2,-1.7911916971206665,0.03169116285222282
1203,Epithelium_and_Vascular,CHST15,1.6928167343139648,0.03174945621775608
1204,Epithelium_and_Vascular,EFCAB11,-1.0182276964187622,0.031751732404981775
1205,Immune,MCAT,-1.3911199569702148,0.031842899410185414
1206,Immune,PLD2,1.1495386362075806,0.031900330326388365
1207,Epithelium_and_Vascular,ERG,-1.4976626634597778,0.0319060113814379
1208,Epithelium_and_Vascular,ABHD17C,-5.313798904418945,0.03192686826837302
1209,Immune,IL18,1.2508981227874756,0.03217064237286936
1210,Epithelium_and_Vascular,RAB31,1.195080041885376,0.03222625891075944
1211,Epithelium_and_Vascular,SLC6A8,1.401890754699707,0.03223463883153314
1212,Epithelium_and_Vascular,KRBA1,2.435857057571411,0.03228828498947536
1214,Immune,CRYL1,-0.6676000356674194,0.03237687578513501
1215,Immune,NME4,-0.7116278409957886,0.03241947525932485
1216,Epithelium_and_Vascular,KIAA1211L,-1.5747617483139038,0.032550253980425076
1217,Immune,TP53INP2,-1.0824322700500488,0.03263787541882972
1218,Immune,IGHA1,5.641695499420166,0.03267576129566134
1219,Immune,MAP1B,4.527010917663574,0.032765916092356864
1220,Immune,PROK2,-1.5846588611602783,0.032947703776358785
1221,Immune,AP1M2,-2.6868717670440674,0.03298244033196634
1222,Epithelium_and_Vascular,RAI2,-1.4803518056869507,0.03302233876589267
1223,Epithelium_and_Vascular,C10orf99,4.156923770904541,0.033043335185063076
1224,Epithelium_and_Vascular,RP11-483L5.1,1.4250563383102417,0.033108471929070314
1225,Epithelium_and_Vascular,VSIG2,-2.910212755203247,0.03320892067391431
1226,Epithelium_and_Vascular,CIDEB,0.9736961126327515,0.033264351394896696
1227,Epithelium_and_Vascular,SPP1,1.5871943235397339,0.0333467935450315
1228,Epithelium_and_Vascular,ARL3,-0.6922093629837036,0.033405746100947376
1229,Epithelium_and_Vascular,BDNF-AS,-1.3335524797439575,0.03348999014780316
1230,Immune,OLFML3,2.6607367992401123,0.03352670477382849
1231,Epithelium_and_Vascular,SOX5,-3.720616340637207,0.033557518798706824
1232,Epithelium_and_Vascular,HAAO,1.4631417989730835,0.03356835819381135
1233,Epithelium_and_Vascular,COMMD10,-1.0754735469818115,0.033577644561997154
1234,Epithelium_and_Vascular,AZI2,-0.8010176420211792,0.0335798826504201
1235,Immune,ADAMTSL4,1.1898046731948853,0.03360297478929719
1236,Epithelium_and_Vascular,ASAP2,-1.1343404054641724,0.03378365857578085
1237,Immune,IGLC2,3.9364590644836426,0.03382718108942275
1238,Epithelium_and_Vascular,APOO,-1.4760762453079224,0.03395574130748492
1239,Immune,RPS6KA2,1.38546884059906,0.033971972229700484
1240,Epithelium_and_Vascular,CSRP2,-0.9629159569740295,0.03397750400203873
1241,Epithelium_and_Vascular,DRAIC,3.6502416133880615,0.03397975273995117
1242,Epithelium_and_Vascular,HYAL1,-1.2781693935394287,0.034034771966133
1243,Epithelium_and_Vascular,CRIP2,-1.085930347442627,0.03414938407887161
1244,Epithelium_and_Vascular,CLYBL,-1.18845534324646,0.03415630624200509
1245,Epithelium_and_Vascular,AGMAT,-1.5130563974380493,0.03421738741783845
1246,Immune,LZTFL1,-1.1273797750473022,0.034509479505298174
1247,Immune,TOP2A,1.7514965534210205,0.034561839588354834
1248,Epithelium_and_Vascular,RENBP,-1.0733160972595215,0.03474517363479651
1249,Immune,SNX8,0.9558485746383667,0.03480875110802167
1250,Epithelium_and_Vascular,DIXDC1,1.1156284809112549,0.03480968425559238
1251,Epithelium_and_Vascular,PLOD2,1.9443864822387695,0.03483879947465187
1252,Epithelium_and_Vascular,FRMD3,-1.2257930040359497,0.034854091693552504
1253,Immune,MFGE8,0.9276840090751648,0.035031412594168226
1254,Immune,NFIC,0.5751199722290039,0.03505991555650944
1255,Epithelium_and_Vascular,IGFBP4,-0.8615353107452393,0.03531417519164948
1256,Epithelium_and_Vascular,SEPHS1,-1.0838325023651123,0.03549598741555851
1258,Epithelium_and_Vascular,CTD-2012K14.8,-1.686642050743103,0.035734636010194276
1259,Epithelium_and_Vascular,FPR1,2.894090175628662,0.03575022204895005
1260,Epithelium_and_Vascular,RRAD,2.214388370513916,0.03575314376043901
1261,Immune,GJA4,3.4880590438842773,0.03576795975878957
1262,Immune,ACADM,-0.6134445667266846,0.03596015130876829
1264,Epithelium_and_Vascular,C4orf33,-0.8768119215965271,0.03609791903870908
1265,Epithelium_and_Vascular,KLHDC10,0.9210396409034729,0.03616225129309043
1266,Immune,NADK,-0.64243084192276,0.0361626461469736
1267,Immune,PFN2,-1.7591124773025513,0.036223853456236514
1268,Epithelium_and_Vascular,KCNE4,1.6366703510284424,0.036285000497433766
1269,Immune,YIPF1,0.7117859721183777,0.03634359898004133
1270,Epithelium_and_Vascular,HOXA7,-1.4629716873168945,0.036460233313761636
1271,Epithelium_and_Vascular,FOXC1,-1.776246428489685,0.03657321443628883
1272,Epithelium_and_Vascular,NTN4,-1.5181788206100464,0.03665739207798832
1273,Immune,RRAD,1.8407946825027466,0.03666511276422938
1274,Immune,IGHGP,3.8080544471740723,0.03670964563240126
1275,Epithelium_and_Vascular,RASSF6,1.5048977136611938,0.03672972450442951
1276,Epithelium_and_Vascular,ACOT2,-1.0967609882354736,0.036841058846228326
1277,Epithelium_and_Vascular,FCGR2A,1.5267330408096313,0.03684570329349269
1278,Epithelium_and_Vascular,ENTPD3-AS1,-1.3532943725585938,0.03687102181254888
1279,Epithelium_and_Vascular,KREMEN1,-1.840988039970398,0.03691950852075222
1280,Immune,FFAR2,-1.6458438634872437,0.036997300558558745
1282,Epithelium_and_Vascular,SPTBN1,-1.6934136152267456,0.037227962018677965
1283,Epithelium_and_Vascular,PEX7,-1.1871742010116577,0.037238660920826214
1284,Epithelium_and_Vascular,ZFAND2A,1.1212680339813232,0.03730351709052748
1285,Immune,HSD3B7,1.813276767730713,0.037316299852001085
1286,Immune,AMFR,0.7878348231315613,0.03737660648881034
1287,Epithelium_and_Vascular,AKR1C3,1.000512719154358,0.037391696806156643
1288,Immune,CISH,1.3231754302978516,0.03743195254379417
1289,Immune,TAX1BP3,0.552234947681427,0.03752720685864757
1290,Epithelium_and_Vascular,SLC47A1,1.5086175203323364,0.03755364655210608
1291,Epithelium_and_Vascular,GOLGA5,-0.8531945943832397,0.03762866076001889
1292,Epithelium_and_Vascular,FBRSL1,-1.8904392719268799,0.03765537375592297
1293,Immune,PELI1,0.5828821063041687,0.03789185585832103
1295,Epithelium_and_Vascular,C7orf49,-0.9395682215690613,0.03801196916428746
1296,Immune,ARRDC4,1.8742477893829346,0.03801961135874992
1297,Epithelium_and_Vascular,CTSF,-0.8215126991271973,0.03802017821724801
1298,Immune,RNF186,-2.6018807888031006,0.0380542321764903
1299,Epithelium_and_Vascular,ANK3,-1.522515058517456,0.03807475460387302
1300,Epithelium_and_Vascular,ANGPT2,2.073120594024658,0.03808635177042868
1301,Immune,RBFA,1.2309907674789429,0.03816701314473273
1302,Epithelium_and_Vascular,IGHG1,3.633455514907837,0.03819380503898246
1303,Epithelium_and_Vascular,CD24,1.2761881351470947,0.03823138658666618
1304,Epithelium_and_Vascular,GEMIN8,0.9335644245147705,0.038258637426986826
1305,Epithelium_and_Vascular,HPCAL1,0.7406665682792664,0.038262714336413366
1306,Epithelium_and_Vascular,NR2F1-AS1,-1.2937915325164795,0.03833259363478245
1307,Immune,CREBL2,0.5230427980422974,0.038772667031327646
1308,Immune,RCAN1,-1.2320468425750732,0.03894184179709266
1309,Immune,MYLK,1.8156654834747314,0.03908733950569246
1310,Epithelium_and_Vascular,ACSM3,-1.201604962348938,0.03920038446276591
1311,Epithelium_and_Vascular,STEAP4,3.0415775775909424,0.03920765401244968
1312,Epithelium_and_Vascular,GPR34,3.6478021144866943,0.03921514655637
1314,Epithelium_and_Vascular,NDUFA8,-0.7772084474563599,0.03936150104133345
1315,Epithelium_and_Vascular,LINC00839,2.328747272491455,0.039529290998313364
1316,Immune,FCGR3A,-0.859571099281311,0.03977455765529145
1317,Immune,FCGR1A,1.2884441614151,0.03981973063033686
1318,Epithelium_and_Vascular,HIF1A-AS2,2.3554601669311523,0.03983546675139612
1319,Epithelium_and_Vascular,FAM127A,-0.805337131023407,0.03988704302164913
1320,Epithelium_and_Vascular,SLC16A4,1.0257729291915894,0.039894826243579755
1321,Epithelium_and_Vascular,UBXN8,1.1655893325805664,0.03997689372521841
1322,Epithelium_and_Vascular,ATPAF1,-1.09596848487854,0.040071528712878945
1323,Epithelium_and_Vascular,DDAH1,-1.1849827766418457,0.040123486961549444
1324,Epithelium_and_Vascular,SLC39A14,1.5744984149932861,0.04018191857855414
1325,Epithelium_and_Vascular,HNMT,1.103186845779419,0.04030093413672376
1326,Epithelium_and_Vascular,IDNK,-1.4104161262512207,0.04035220522067956
1327,Epithelium_and_Vascular,AR,-1.227866530418396,0.04060840838355446
1328,Immune,NAMPT,-0.7095673680305481,0.04062391901334183
1329,Immune,SRR,-0.9665824174880981,0.04082222223735696
1331,Epithelium_and_Vascular,CALCRL,-1.8989591598510742,0.040900395455886016
1332,Immune,KIAA0101,1.0177805423736572,0.04091620090458455
1333,Epithelium_and_Vascular,CTIF,-1.4854443073272705,0.041079503059279085
1334,Epithelium_and_Vascular,ESAM,-1.623481273651123,0.041113723116576455
1335,Epithelium_and_Vascular,LAMA4,1.863013505935669,0.041165596573046276
1337,Immune,ESM1,1.9997514486312866,0.041192526637705264
1338,Epithelium_and_Vascular,TBX15,2.8586082458496094,0.041263154018438095
1339,Immune,G0S2,-1.730399489402771,0.04131405867971853
1340,Epithelium_and_Vascular,KCCAT211,4.341784477233887,0.04132399233699992
1341,Epithelium_and_Vascular,HSD11B2,-2.204862594604492,0.04134438041399521
1342,Epithelium_and_Vascular,RASAL2,-1.185685634613037,0.0414056275602898
1343,Immune,ACAA1,-0.4992746412754059,0.04144450623643702
1344,Epithelium_and_Vascular,QDPR,-0.8387954235076904,0.04146403149728119
1345,Immune,TSEN34,-0.5695845484733582,0.04154747235830627
1347,Epithelium_and_Vascular,SIX5,-2.0929932594299316,0.04183820662380041
1348,Immune,ALOX5,0.6351158618927002,0.0418909468467258
1349,Epithelium_and_Vascular,KBTBD11,1.4730702638626099,0.04195191141431709
1350,Epithelium_and_Vascular,NUDT12,-1.1066161394119263,0.04197002271013936
1351,Epithelium_and_Vascular,FMO2,-1.2185704708099365,0.042288894346534114
1352,Epithelium_and_Vascular,LINC00961,-1.4619382619857788,0.042448927063940926
1353,Epithelium_and_Vascular,HHLA3,-0.7183325886726379,0.04251594464271628
1354,Epithelium_and_Vascular,C4orf36,-0.7373995780944824,0.04259624830575474
1355,Epithelium_and_Vascular,FKBP1B,-1.567850112915039,0.04263043337156237
1356,Epithelium_and_Vascular,TMEM53,-1.473862648010254,0.04270040256906732
1357,Immune,TMEM141,-0.5300709009170532,0.042708936666176825
1358,Immune,ACADSB,-0.9811478853225708,0.042763435700593926
1359,Immune,SLC25A1,0.5647205114364624,0.0430475584836891
1360,Epithelium_and_Vascular,NFE2L1,-0.872263491153717,0.04308145175798348
1361,Epithelium_and_Vascular,MRPS9,-0.942210853099823,0.0431634650009757
1362,Epithelium_and_Vascular,PLG,-3.115140676498413,0.0432826389711087
1363,Immune,TNS3,1.2946964502334595,0.04329985539690803
1364,Epithelium_and_Vascular,ALCAM,1.20674729347229,0.0433257412641344
1365,Epithelium_and_Vascular,HDAC5,-0.5405389666557312,0.043333993895708835
1366,Epithelium_and_Vascular,APEH,-0.9181267619132996,0.043403222558642804
1367,Immune,RGS3,-1.0921391248703003,0.04350308439779119
1369,Immune,MMP14,1.3026626110076904,0.04364157831097447
1370,Immune,AZI2,0.6710048913955688,0.04364395869637795
1371,Epithelium_and_Vascular,LGI4,2.0785911083221436,0.04389075524468998
1372,Epithelium_and_Vascular,BCL2L1,-0.6959152221679688,0.043958185207415734
1373,Epithelium_and_Vascular,DUSP3,-1.0210635662078857,0.044015438138437966
1374,Epithelium_and_Vascular,PEX19,-0.8951516151428223,0.04402723224039338
1375,Epithelium_and_Vascular,TNFRSF11B,1.3045727014541626,0.044051753239682585
1376,Immune,TMEM254,0.9948249459266663,0.0441167185698765
1377,Epithelium_and_Vascular,KAT5,-0.788227915763855,0.04417125253098608
1378,Epithelium_and_Vascular,TCEAL4,-0.5744471549987793,0.044203564306505946
1379,Epithelium_and_Vascular,TIMM21,-1.0408549308776855,0.04420518432543315
1380,Epithelium_and_Vascular,TATDN3,-1.2601450681686401,0.044306984552840496
1381,Epithelium_and_Vascular,ASRGL1,-1.406687617301941,0.04453849395835032
1382,Epithelium_and_Vascular,RBPMS,0.9057117700576782,0.04455349664738993
1383,Immune,TRAF4,-1.1155725717544556,0.04456328251994936
1384,Immune,BCAT1,1.3171210289001465,0.044576995288680005
1385,Immune,PRRG4,1.0080220699310303,0.04460342748287461
1386,Epithelium_and_Vascular,P4HA2,1.2122753858566284,0.04470760979256043
1387,Epithelium_and_Vascular,UBE2D4,-1.452812671661377,0.04490856819637329
1388,Epithelium_and_Vascular,LAD1,-2.428394079208374,0.045010396939906196
1389,Epithelium_and_Vascular,CDKL5,-1.1725064516067505,0.04501304487736802
1390,Epithelium_and_Vascular,SMOX,1.954311728477478,0.045017451896332
1391,Immune,DFNA5,2.5734946727752686,0.04501823057510312
1392,Epithelium_and_Vascular,DNAJC19,-0.8445897102355957,0.045036312638598315
1393,Epithelium_and_Vascular,DAO,-1.9709794521331787,0.04505790065100396
1394,Epithelium_and_Vascular,ABI3BP,-1.915136456489563,0.04506367787908923
1395,Immune,MOB3B,1.5741729736328125,0.04506643566804068
1396,Immune,HMBS,1.2041726112365723,0.04520304239727987
1398,Immune,FES,-0.6601600050926208,0.04536619820349806
1399,Epithelium_and_Vascular,RP11-138A9.2,1.7719001770019531,0.04543004563094529
1400,Epithelium_and_Vascular,RNF180,-1.3975543975830078,0.04549531572034461
1401,Epithelium_and_Vascular,BCL3,-1.8591073751449585,0.04554499287756334
1402,Epithelium_and_Vascular,GLIS2,-1.4482719898223877,0.045636138905818614
1403,Immune,IGF1R,-1.3323848247528076,0.04573059855487029
1404,Epithelium_and_Vascular,KIFC3,-0.8294928669929504,0.045835756258393076
1405,Epithelium_and_Vascular,KEAP1,-0.7718484997749329,0.046085604634520445
1406,Immune,CD40,0.7673298120498657,0.04617553397347199
1407,Epithelium_and_Vascular,SIN3B,-1.0092144012451172,0.0462821220763214
1408,Epithelium_and_Vascular,EGR1,-1.2680106163024902,0.04630471436819295
1409,Immune,PGPEP1,-0.6504105925559998,0.04633618701077858
1410,Epithelium_and_Vascular,PGR,-2.0105807781219482,0.04649436063928808
1411,Immune,IFI27,1.2476526498794556,0.0467637721724779
1412,Immune,PLIN3,0.448440283536911,0.04679951523967182
1413,Immune,HBA2,2.652811050415039,0.04681553367485973
1415,Epithelium_and_Vascular,TRIM55,2.007240056991577,0.047096775826223
1416,Epithelium_and_Vascular,ADIRF,0.9453294277191162,0.047310739623657345
1417,Epithelium_and_Vascular,PPFIBP1,-1.0394476652145386,0.04731699457652789
1418,Epithelium_and_Vascular,MARCO,4.230435848236084,0.047418991482676635
1419,Immune,APOBEC3A,-1.5338380336761475,0.04745273402193001
1420,Immune,ADM,1.5110057592391968,0.04756293005662541
1421,Epithelium_and_Vascular,NCF2,4.493523120880127,0.04758023990186074
1422,Immune,PARVB,0.4132920503616333,0.047630270022419256
1423,Epithelium_and_Vascular,SUOX,-1.3775615692138672,0.047785983446196126
1424,Epithelium_and_Vascular,CSF1R,2.7624380588531494,0.0479678634564264
1425,Immune,GSTM3,-0.8765337467193604,0.04805304606853378
1426,Epithelium_and_Vascular,FAM20C,1.532603144645691,0.048061881369564026
1427,Immune,BCL2A1,-0.6259282827377319,0.04807233011964469
1429,Epithelium_and_Vascular,GEMIN5,-1.3619742393493652,0.04820445622839789
1430,Epithelium_and_Vascular,ALOX5,2.653438091278076,0.04821713084996082
1431,Epithelium_and_Vascular,NUDT9,-0.7106248140335083,0.0482260824793156
1432,Epithelium_and_Vascular,ZNF557,-1.2112456560134888,0.048231718655730706
1433,Epithelium_and_Vascular,BTBD16,2.8064212799072266,0.04833309497422176
1434,Immune,REG1A,4.8636674880981445,0.048391801818135315
1435,Epithelium_and_Vascular,PEX3,-0.9943217635154724,0.04873020095590257
1436,Epithelium_and_Vascular,FZD1,1.3401298522949219,0.048768429091675815
1437,Immune,PIGA,-0.8048816323280334,0.04885384064941633
1438,Immune,MARCKSL1,-0.6887529492378235,0.04892622546640027
1439,Epithelium_and_Vascular,EEA1,-0.7688575387001038,0.04892907647522222
1440,Immune,ZNF25,1.0281312465667725,0.048995972559495594
